id,filepath,country,cue_type,multi_cue,cue_notes,region
222325202658859,data/images/Canada/222325202658859.jpg,Canada,linguistic,False,,North America
1218512493293656,data/images/Canada/1218512493293656.jpg,Canada,linguistic,False,,North America
181001951369148,data/images/Canada/181001951369148.jpg,Canada,linguistic,False,,North America
803310201247027,data/images/Canada/803310201247027.jpg,Canada,linguistic,False,,North America
989525081452052,data/images/Canada/989525081452052.jpg,Canada,environmental,False,,North America
4030081693716329,data/images/Canada/4030081693716329.jpg,Canada,environmental,False,,North America
198953658537002,data/images/Canada/198953658537002.jpg,Canada,environmental,False,,North America
969961501568803,data/images/Canada/969961501568803.jpg,Canada,environmental,False,,North America
940050540077922,data/images/Canada/940050540077922.jpg,Canada,environmental,False,,North America
926269851264618,data/images/Canada/926269851264618.jpg,Canada,environmental,False,,North America
176630097655628,data/images/Canada/176630097655628.jpg,Canada,infrastructure,False,,North America
195059399147230,data/images/Canada/195059399147230.jpg,Canada,infrastructure,False,,North America
235938458327257,data/images/Canada/235938458327257.jpg,Canada,infrastructure,False,,North America
274658587729126,data/images/Canada/274658587729126.jpg,Canada,infrastructure,False,,North America
1163479260765146,data/images/Canada/1163479260765146.jpg,Canada,infrastructure,False,,North America
378284530154965,data/images/Canada/378284530154965.jpg,Canada,infrastructure,True,I/E,North America
950594109093164,data/images/Canada/950594109093164.jpg,Canada,infrastructure,True,I/E,North America
138901978466526,data/images/Brazil/138901978466526.jpg,Brazil,linguistic,False,,South America
398315984838715,data/images/Brazil/398315984838715.jpg,Brazil,linguistic,False,,South America
459390835159119,data/images/Brazil/459390835159119.jpg,Brazil,linguistic,False,,South America
482429913047515,data/images/Brazil/482429913047515.jpg,Brazil,linguistic,False,,South America
518629336215262,data/images/Brazil/518629336215262.jpg,Brazil,linguistic,False,,South America
756155818384887,data/images/Brazil/756155818384887.jpg,Brazil,linguistic,False,,South America
514435633256170,data/images/Brazil/514435633256170.jpg,Brazil,environmental,False,,South America
2053794441426344,data/images/Brazil/2053794441426344.jpg,Brazil,environmental,False,,South America
1201832004800442,data/images/Brazil/1201832004800442.jpg,Brazil,environmental,False,,South America
912754312633151,data/images/Brazil/912754312633151.jpg,Brazil,environmental,False,,South America
349282100640470,data/images/Brazil/349282100640470.jpg,Brazil,environmental,False,,South America
135287688640885,data/images/Brazil/135287688640885.jpg,Brazil,infrastructure,False,,South America
219832166391162,data/images/Brazil/219832166391162.jpg,Brazil,infrastructure,False,,South America
220793676128475,data/images/Brazil/220793676128475.jpg,Brazil,infrastructure,False,,South America
325734548980659,data/images/Brazil/325734548980659.jpg,Brazil,infrastructure,False,,South America
848475772411112,data/images/Brazil/848475772411112.jpg,Brazil,infrastructure,False,,South America
214097986857394,data/images/Brazil/214097986857394.jpg,Brazil,environmental,True,E/I,South America
602193974089454,data/images/Brazil/602193974089454.jpg,Brazil,infrastructure,True,I/E,South America
246796917901999,data/images/Turkey/246796917901999.jpg,Turkey,linguistic,False,,Middle East
482426352994635,data/images/Turkey/482426352994635.jpg,Turkey,linguistic,False,,Middle East
531729644875629,data/images/Turkey/531729644875629.jpg,Turkey,linguistic,False,,Middle East
6157072981017511,data/images/Turkey/6157072981017511.jpg,Turkey,linguistic,False,,Middle East
935751752284148,data/images/Turkey/935751752284148.jpg,Turkey,linguistic,False,,Middle East
325198605680784,data/images/Turkey/325198605680784.jpg,Turkey,environmental,False,,Middle East
149952387145160,data/images/Turkey/149952387145160.jpg,Turkey,environmental,False,,Middle East
682836391241190,data/images/Turkey/682836391241190.jpg,Turkey,environmental,False,,Middle East
1669440350435638,data/images/Turkey/1669440350435638.jpg,Turkey,environmental,False,,Middle East
573088391858726,data/images/Turkey/573088391858726.jpg,Turkey,environmental,False,,Middle East
351899174059542,data/images/Turkey/351899174059542.jpg,Turkey,infrastructure,False,,Middle East
987815121756187,data/images/Turkey/987815121756187.jpg,Turkey,infrastructure,False,,Middle East
1693383554608117,data/images/Turkey/1693383554608117.jpg,Turkey,infrastructure,False,,Middle East
1191007064661222,data/images/Turkey/1191007064661222.jpg,Turkey,infrastructure,False,,Middle East
5818042231554215,data/images/Turkey/5818042231554215.jpg,Turkey,infrastructure,False,,Middle East
1221010932680660,data/images/Turkey/1221010932680660.jpg,Turkey,linguistic,True,L/I,Middle East
540545257321205,data/images/Turkey/540545257321205.jpg,Turkey,environmental,True,E/I,Middle East
138089805020446,data/images/Russia/138089805020446.jpg,Russia,linguistic,False,,Eastern Europe
210436527251266,data/images/Russia/210436527251266.jpg,Russia,linguistic,False,,Eastern Europe
239869471230764,data/images/Russia/239869471230764.jpg,Russia,linguistic,False,,Eastern Europe
304518974369542,data/images/Russia/304518974369542.jpg,Russia,linguistic,False,,Eastern Europe
372789441176464,data/images/Russia/372789441176464.jpg,Russia,linguistic,False,,Eastern Europe
319403972870474,data/images/Russia/319403972870474.jpg,Russia,environmental,False,,Eastern Europe
152123926891819,data/images/Russia/152123926891819.jpg,Russia,environmental,False,,Eastern Europe
841142621245583,data/images/Russia/841142621245583.jpg,Russia,environmental,False,,Eastern Europe
513698122993439,data/images/Russia/513698122993439.jpg,Russia,environmental,False,,Eastern Europe
1233124574388494,data/images/Russia/1233124574388494.jpg,Russia,environmental,False,,Eastern Europe
153482973386154,data/images/Russia/153482973386154.jpg,Russia,infrastructure,False,,Eastern Europe
178403647688386,data/images/Russia/178403647688386.jpg,Russia,infrastructure,False,,Eastern Europe
199860531976865,data/images/Russia/199860531976865.jpg,Russia,infrastructure,False,,Eastern Europe
302052808144632,data/images/Russia/302052808144632.jpg,Russia,infrastructure,False,,Eastern Europe
464296254647917,data/images/Russia/464296254647917.jpg,Russia,infrastructure,False,,Eastern Europe
528962348128260,data/images/Russia/528962348128260.jpg,Russia,infrastructure,False,,Eastern Europe
2040514282758293,data/images/Russia/2040514282758293.jpg,Russia,infrastructure,True,I/E,Eastern Europe
1198202800635495,data/images/Russia/1198202800635495.jpg,Russia,infrastructure,True,I/E,Eastern Europe
521340188890395,data/images/Russia/521340188890395.jpg,Russia,infrastructure,True,I/E,Eastern Europe
219266493341243,data/images/Germany/219266493341243.jpg,Germany,linguistic,False,,Western Europe
373319998303302,data/images/Germany/373319998303302.jpg,Germany,linguistic,False,,Western Europe
623194692235237,data/images/Germany/623194692235237.jpg,Germany,linguistic,False,,Western Europe
809225919708286,data/images/Germany/809225919708286.jpg,Germany,linguistic,False,,Western Europe
1146145335845311,data/images/Germany/1146145335845311.jpg,Germany,linguistic,False,,Western Europe
915959609345026,data/images/Germany/915959609345026.jpg,Germany,environmental,False,,Western Europe
483263036455045,data/images/Germany/483263036455045.jpg,Germany,environmental,False,,Western Europe
309613200754939,data/images/Germany/309613200754939.jpg,Germany,environmental,False,,Western Europe
273772257961237,data/images/Germany/273772257961237.jpg,Germany,environmental,False,,Western Europe
507807932056201,data/images/Germany/507807932056201.jpg,Germany,environmental,False,,Western Europe
135522545281664,data/images/Germany/135522545281664.jpg,Germany,infrastructure,False,,Western Europe
168816815723846,data/images/Germany/168816815723846.jpg,Germany,infrastructure,False,,Western Europe
259300162882957,data/images/Germany/259300162882957.jpg,Germany,infrastructure,False,,Western Europe
481175526488584,data/images/Germany/481175526488584.jpg,Germany,infrastructure,False,,Western Europe
641891463857650,data/images/Germany/641891463857650.jpg,Germany,infrastructure,False,,Western Europe
2845642052323500,data/images/Germany/2845642052323500.jpg,Germany,infrastructure,False,,Western Europe
117581480666207,data/images/Germany/117581480666207.jpg,Germany,environmental,True,E/I,Western Europe
463449824945807,data/images/Germany/463449824945807.jpg,Germany,environmental,True,E/I,Western Europe
511511906672359,data/images/Germany/511511906672359.jpg,Germany,environmental,True,E/I,Western Europe
138004301639717,data/images/United Kingdom/138004301639717.jpg,United Kingdom,linguistic,False,,Western Europe
147595114694407,data/images/United Kingdom/147595114694407.jpg,United Kingdom,linguistic,False,,Western Europe
187363636541147,data/images/United Kingdom/187363636541147.jpg,United Kingdom,linguistic,False,,Western Europe
305795487726908,data/images/United Kingdom/305795487726908.jpg,United Kingdom,linguistic,False,,Western Europe
347286850577628,data/images/United Kingdom/347286850577628.jpg,United Kingdom,linguistic,False,,Western Europe
521054028905778,data/images/United Kingdom/521054028905778.jpg,United Kingdom,linguistic,False,,Western Europe
581489323242060,data/images/United Kingdom/581489323242060.jpg,United Kingdom,environmental,False,,Western Europe
481412683186753,data/images/United Kingdom/481412683186753.jpg,United Kingdom,environmental,False,,Western Europe
810598489833403,data/images/United Kingdom/810598489833403.jpg,United Kingdom,environmental,False,,Western Europe
112090524256237,data/images/United Kingdom/112090524256237.jpg,United Kingdom,environmental,False,,Western Europe
1129892851767203,data/images/United Kingdom/1129892851767203.jpg,United Kingdom,environmental,False,,Western Europe
115775450978014,data/images/United Kingdom/115775450978014.jpg,United Kingdom,infrastructure,False,,Western Europe
167655385363070,data/images/United Kingdom/167655385363070.jpg,United Kingdom,infrastructure,False,,Western Europe
175992341075287,data/images/United Kingdom/175992341075287.jpg,United Kingdom,infrastructure,False,,Western Europe
209769830975948,data/images/United Kingdom/209769830975948.jpg,United Kingdom,infrastructure,False,,Western Europe
308641840934522,data/images/United Kingdom/308641840934522.jpg,United Kingdom,infrastructure,False,,Western Europe
321748849379117,data/images/United Kingdom/321748849379117.jpg,United Kingdom,infrastructure,False,,Western Europe
439904683994248,data/images/United Kingdom/439904683994248.jpg,United Kingdom,environmental,True,E/I,Western Europe
480269678409444,data/images/United Kingdom/480269678409444.jpg,United Kingdom,environmental,True,E/I,Western Europe
217513039907467,data/images/India/217513039907467.jpg,India,linguistic,False,,South Asia
234636925123424,data/images/India/234636925123424.jpg,India,linguistic,False,,South Asia
297657825282979,data/images/India/297657825282979.jpg,India,linguistic,False,,South Asia
356004399701531,data/images/India/356004399701531.jpg,India,linguistic,False,,South Asia
500664757735635,data/images/India/500664757735635.jpg,India,linguistic,False,,South Asia
1116835855388536,data/images/India/1116835855388536.jpg,India,linguistic,False,,South Asia
778530789820223,data/images/India/778530789820223.jpg,India,environmental,False,,South Asia
819876982289523,data/images/India/819876982289523.jpg,India,environmental,False,,South Asia
677550486338569,data/images/India/677550486338569.jpg,India,environmental,False,,South Asia
763863670964310,data/images/India/763863670964310.jpg,India,environmental,False,,South Asia
296535572111865,data/images/India/296535572111865.jpg,India,environmental,False,,South Asia
153702933280788,data/images/India/153702933280788.jpg,India,infrastructure,False,,South Asia
179711293910027,data/images/India/179711293910027.jpg,India,infrastructure,False,,South Asia
279810440516321,data/images/India/279810440516321.jpg,India,infrastructure,False,,South Asia
470522267483964,data/images/India/470522267483964.jpg,India,infrastructure,False,,South Asia
2028514487607362,data/images/India/2028514487607362.jpg,India,infrastructure,False,,South Asia
176370321047620,data/images/India/176370321047620.jpg,India,linguistic,True,L/I,South Asia
622052205419164,data/images/India/622052205419164.jpg,India,infrastructure,True,I/E,South Asia
806325608004935,data/images/India/806325608004935.jpg,India,linguistic,True,L/I,South Asia
738555045496397,data/images/India/738555045496397.jpg,India,infrastructure,True,I/E,South Asia
490831222553389,data/images/Indonesia/490831222553389.jpg,Indonesia,linguistic,False,,Southeast Asia
725709031823640,data/images/Indonesia/725709031823640.jpg,Indonesia,linguistic,False,,Southeast Asia
1112986309345693,data/images/Indonesia/1112986309345693.jpg,Indonesia,linguistic,False,,Southeast Asia
1392611162266480,data/images/Indonesia/1392611162266480.jpg,Indonesia,linguistic,False,,Southeast Asia
1616783755750407,data/images/Indonesia/1616783755750407.jpg,Indonesia,linguistic,False,,Southeast Asia
293807015631064,data/images/Indonesia/293807015631064.jpg,Indonesia,environmental,False,,Southeast Asia
1226250909439874,data/images/Indonesia/1226250909439874.jpg,Indonesia,environmental,False,,Southeast Asia
807684670154653,data/images/Indonesia/807684670154653.jpg,Indonesia,environmental,False,,Southeast Asia
484850762932091,data/images/Indonesia/484850762932091.jpg,Indonesia,environmental,False,,Southeast Asia
232933051941188,data/images/Indonesia/232933051941188.jpg,Indonesia,environmental,False,,Southeast Asia
582620906652367,data/images/Indonesia/582620906652367.jpg,Indonesia,infrastructure,False,,Southeast Asia
607629481050805,data/images/Indonesia/607629481050805.jpg,Indonesia,infrastructure,False,,Southeast Asia
1194955122731854,data/images/Indonesia/1194955122731854.jpg,Indonesia,infrastructure,False,,Southeast Asia
1393844075594657,data/images/Indonesia/1393844075594657.jpg,Indonesia,infrastructure,False,,Southeast Asia
2228059611052984,data/images/Indonesia/2228059611052984.jpg,Indonesia,infrastructure,False,,Southeast Asia
916470115981912,data/images/Indonesia/916470115981912.jpg,Indonesia,linguistic,True,L/I,Southeast Asia
1219631292847062,data/images/Indonesia/1219631292847062.jpg,Indonesia,linguistic,True,L/I/E,Southeast Asia
3224561361204532,data/images/Indonesia/3224561361204532.jpg,Indonesia,linguistic,True,L/I,Southeast Asia
489164192207582,data/images/Indonesia/489164192207582.jpg,Indonesia,linguistic,True,L/I,Southeast Asia
264300815377549,data/images/Mexico/264300815377549.jpg,Mexico,linguistic,False,,North America
478191450171845,data/images/Mexico/478191450171845.jpg,Mexico,linguistic,False,,North America
748253825864272,data/images/Mexico/748253825864272.jpg,Mexico,linguistic,False,,North America
786663472243353,data/images/Mexico/786663472243353.jpg,Mexico,linguistic,False,,North America
849219055942404,data/images/Mexico/849219055942404.jpg,Mexico,linguistic,False,,North America
380340886560954,data/images/Mexico/380340886560954.jpg,Mexico,environmental,False,,North America
1361465200894835,data/images/Mexico/1361465200894835.jpg,Mexico,environmental,False,,North America
505932387214095,data/images/Mexico/505932387214095.jpg,Mexico,environmental,False,,North America
469478157662228,data/images/Mexico/469478157662228.jpg,Mexico,environmental,False,,North America
1678097512892977,data/images/Mexico/1678097512892977.jpg,Mexico,environmental,False,,North America
170572548352027,data/images/Mexico/170572548352027.jpg,Mexico,infrastructure,False,,North America
266276049010371,data/images/Mexico/266276049010371.jpg,Mexico,infrastructure,False,,North America
313530870266732,data/images/Mexico/313530870266732.jpg,Mexico,infrastructure,False,,North America
916433169201245,data/images/Mexico/916433169201245.jpg,Mexico,infrastructure,False,,North America
994459462470339,data/images/Mexico/994459462470339.jpg,Mexico,infrastructure,False,,North America
140888367968066,data/images/Mexico/140888367968066.jpg,Mexico,infrastructure,True,I/E,North America
316475609935149,data/images/Mexico/316475609935149.jpg,Mexico,infrastructure,True,I/E,North America
596834903306510,data/images/Mexico/596834903306510.jpg,Mexico,infrastructure,True,I/E/L,North America
1079696519219903,data/images/Mexico/1079696519219903.jpg,Mexico,infrastructure,True,I/E,North America
169931138355207,data/images/Finland/169931138355207.jpg,Finland,linguistic,False,,Northern Europe
475031450429559,data/images/Finland/475031450429559.jpg,Finland,linguistic,False,,Northern Europe
574992280746010,data/images/Finland/574992280746010.jpg,Finland,linguistic,False,,Northern Europe
805520074141147,data/images/Finland/805520074141147.jpg,Finland,linguistic,False,,Northern Europe
134900946307743,data/images/Finland/134900946307743.jpg,Finland,linguistic,False,,Northern Europe
242952400915587,data/images/Finland/242952400915587.jpg,Finland,environmental,False,,Northern Europe
1626631335412978,data/images/Finland/1626631335412978.jpg,Finland,environmental,False,,Northern Europe
610557738192143,data/images/Finland/610557738192143.jpg,Finland,environmental,False,,Northern Europe
2924901524450880,data/images/Finland/2924901524450880.jpg,Finland,environmental,False,,Northern Europe
481469409758536,data/images/Finland/481469409758536.jpg,Finland,environmental,False,,Northern Europe
134987751957421,data/images/Finland/134987751957421.jpg,Finland,infrastructure,False,,Northern Europe
324444515713750,data/images/Finland/324444515713750.jpg,Finland,infrastructure,False,,Northern Europe
935176943691725,data/images/Finland/935176943691725.jpg,Finland,infrastructure,False,,Northern Europe
538926447293032,data/images/Finland/538926447293032.jpg,Finland,infrastructure,False,,Northern Europe
395731848154768,data/images/Finland/395731848154768.jpg,Finland,infrastructure,False,,Northern Europe
146587644636076,data/images/Finland/146587644636076.jpg,Finland,infrastructure,True,I/L,Northern Europe
284926516576964,data/images/Finland/284926516576964.jpg,Finland,infrastructure,True,I/E,Northern Europe
303649478859568,data/images/Finland/303649478859568.jpg,Finland,infrastructure,True,I/E,Northern Europe
556194602034542,data/images/Finland/556194602034542.jpg,Finland,infrastructure,True,I/E,Northern Europe
